Unnamed: 0,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat,class,stalk_height,cap_diameter
206,convex,grooves,buff,yes,musty,notched,crowded,broad,pink,tapering,cup,smooth,fibrous,brown,red,universal,brown,none,sheathing,black,clustered,urban,poisonous,2.785959905,21.10883989
1279,bell,smooth,pink,no,foul,notched,distant,broad,pink,enlarging,rooted,smooth,fibrous,brown,pink,universal,brown,one,zone,black,scattered,leaves,poisonous,5.291008911,5.436304152
1229,sunken,smooth,gray,no,spicy,notched,distant,broad,pink,tapering,missing,scaly,scaly,yellow,red,partial,brown,two,evanescent,purple,several,meadows,edible,3.292079454,1.757408204
400,sunken,grooves,brown,no,pungent,descending,close,narrow,green,enlarging,equal,fibrous,smooth,brown,orange,universal,brown,none,none,black,several,waste,poisonous,5.478810105,2.106395409
394,flat,fibrous,yellow,no,musty,attached,close,narrow,orange,enlarging,cup,silky,silky,white,pink,partial,orange,two,large,white,abundant,grasses,poisonous,7.32768793,10.94080178
936,convex,fibrous,green,no,creosote,notched,close,broad,buff,enlarging,club,fibrous,silky,buff,white,universal,white,none,flaring,yellow,abundant,grasses,edible,3.497397647,9.101766354
598,bell,scaly,red,yes,fishy,free,crowded,narrow,yellow,enlarging,bulbous,scaly,scaly,red,orange,partial,brown,two,pendant,purple,scattered,leaves,edible,6.205787177,11.70062598
1154,bell,grooves,gray,yes,musty,notched,crowded,broad,chocolate,tapering,bulbous,fibrous,scaly,white,white,universal,brown,two,sheathing,buff,clustered,leaves,poisonous,3.846000185,22.78812616
1214,sunken,grooves,gray,no,pungent,free,crowded,broad,chocolate,tapering,equal,scaly,scaly,white,brown,universal,white,none,evanescent,black,numerous,meadows,edible,8.081392097,14.74515784
1207,bell,grooves,gray,no,fishy,descending,crowded,narrow,brown,tapering,rooted,fibrous,fibrous,gray,white,partial,yellow,none,pendant,black,numerous,leaves,poisonous,14.79953274,19.07072324
1005,sunken,scaly,buff,no,musty,free,distant,narrow,gray,enlarging,cup,fibrous,scaly,white,white,partial,orange,one,zone,orange,solitary,leaves,poisonous,4.154304736,10.03177191
869,bell,scaly,purple,yes,spicy,free,crowded,broad,gray,enlarging,missing,scaly,scaly,orange,brown,universal,white,none,none,buff,clustered,waste,edible,13.6426346,7.778219032
396,sunken,grooves,brown,no,musty,notched,crowded,broad,white,tapering,equal,silky,smooth,cinnamon,red,partial,yellow,one,evanescent,chocolate,abundant,waste,edible,7.173403487,22.68236429
397,convex,fibrous,brown,yes,fishy,descending,close,narrow,chocolate,tapering,bulbous,smooth,fibrous,yellow,orange,universal,brown,one,none,green,solitary,urban,poisonous,5.382043376,2.306244614
896,bell,smooth,yellow,no,spicy,descending,crowded,narrow,pink,tapering,bulbous,silky,smooth,brown,gray,partial,white,none,cobwebby,chocolate,clustered,leaves,poisonous,10.11662118,8.804394081
780,sunken,smooth,brown,no,foul,attached,crowded,broad,black,enlarging,rooted,fibrous,scaly,red,cinnamon,universal,white,none,pendant,chocolate,several,meadows,poisonous,11.62395873,8.682795142
523,sunken,grooves,red,yes,spicy,attached,close,broad,green,tapering,cup,fibrous,smooth,red,orange,universal,yellow,two,pendant,purple,numerous,urban,edible,11.27704364,3.1093635
1134,convex,fibrous,gray,no,creosote,free,close,broad,orange,tapering,rooted,fibrous,scaly,brown,white,universal,orange,two,large,brown,numerous,urban,poisonous,4.925766473,23.15478409
532,convex,scaly,brown,yes,fishy,attached,close,broad,white,tapering,bulbous,fibrous,silky,pink,cinnamon,partial,white,one,none,black,abundant,paths,poisonous,5.865708063,14.53999445
1264,sunken,grooves,brown,yes,creosote,free,close,broad,white,tapering,equal,scaly,smooth,white,buff,partial,orange,none,cobwebby,orange,solitary,leaves,poisonous,4.303831945,6.850412387
1055,conical,scaly,white,no,almond,descending,distant,broad,red,enlarging,rhizomorphs,silky,silky,orange,gray,universal,yellow,none,evanescent,brown,scattered,urban,poisonous,3.381610917,8.971019094
1196,bell,scaly,yellow,no,fishy,free,close,narrow,buff,enlarging,bulbous,scaly,silky,white,yellow,universal,white,one,evanescent,orange,abundant,meadows,poisonous,13.29730984,23.36810108
595,convex,smooth,buff,yes,foul,attached,crowded,narrow,gray,enlarging,missing,scaly,smooth,gray,gray,universal,brown,none,large,green,several,waste,poisonous,11.81424139,19.8688221
584,bell,grooves,brown,yes,anise,free,crowded,broad,white,tapering,missing,silky,scaly,gray,cinnamon,universal,yellow,one,large,chocolate,scattered,meadows,poisonous,3.77179675,7.518608942
588,flat,smooth,green,no,none,attached,distant,broad,orange,tapering,cup,smooth,silky,cinnamon,pink,partial,brown,none,cobwebby,black,clustered,paths,poisonous,13.32320455,5.539454418
958,sunken,fibrous,pink,no,almond,descending,crowded,narrow,white,enlarging,rooted,smooth,fibrous,yellow,yellow,universal,orange,none,none,black,scattered,waste,poisonous,14.03976827,10.45074009
749,flat,grooves,gray,yes,spicy,notched,crowded,broad,yellow,enlarging,club,fibrous,smooth,cinnamon,red,universal,white,two,pendant,yellow,several,urban,poisonous,5.487137592,6.679747647
1072,flat,grooves,buff,no,none,free,close,broad,purple,enlarging,club,fibrous,scaly,orange,buff,universal,yellow,none,pendant,chocolate,several,woods,poisonous,10.34430643,9.395295854
170,flat,fibrous,green,yes,musty,free,close,broad,black,enlarging,rhizomorphs,smooth,scaly,gray,orange,partial,orange,two,none,white,scattered,meadows,poisonous,2.148725033,10.63165183
445,convex,fibrous,buff,no,foul,notched,crowded,narrow,pink,enlarging,missing,smooth,silky,pink,cinnamon,partial,orange,none,large,green,solitary,grasses,poisonous,9.001256293,9.822614771
871,flat,scaly,pink,no,spicy,attached,distant,narrow,red,enlarging,bulbous,silky,smooth,brown,yellow,universal,brown,two,zone,brown,abundant,meadows,poisonous,4.794825675,4.576464074
1036,conical,smooth,buff,no,foul,notched,distant,broad,purple,enlarging,equal,fibrous,scaly,pink,yellow,partial,yellow,two,large,chocolate,clustered,waste,poisonous,6.257744903,20.53508781
586,bell,fibrous,pink,no,almond,attached,distant,narrow,gray,enlarging,club,silky,silky,orange,cinnamon,universal,orange,one,evanescent,chocolate,several,waste,edible,6.296189713,4.648709299
1052,conical,smooth,green,yes,none,free,crowded,broad,orange,enlarging,cup,smooth,fibrous,pink,gray,partial,yellow,one,zone,purple,clustered,leaves,poisonous,8.269459156,1.175995064
79,convex,grooves,pink,yes,musty,free,distant,broad,gray,enlarging,rooted,fibrous,scaly,buff,red,universal,white,one,sheathing,black,scattered,woods,poisonous,8.874818243,3.852924124
229,conical,fibrous,gray,no,foul,attached,distant,broad,yellow,tapering,equal,scaly,silky,red,buff,universal,brown,none,none,orange,numerous,meadows,poisonous,7.583913979,11.76923125
1041,conical,fibrous,green,yes,musty,free,crowded,narrow,chocolate,tapering,club,smooth,scaly,yellow,buff,universal,orange,none,none,yellow,abundant,paths,poisonous,7.735617589,1.227318854
400,sunken,grooves,brown,no,pungent,descending,close,narrow,green,enlarging,equal,fibrous,smooth,brown,orange,universal,brown,none,none,black,several,waste,poisonous,5.478810105,2.106395409
704,sunken,fibrous,brown,yes,fishy,descending,close,narrow,buff,tapering,club,silky,silky,brown,orange,universal,white,none,cobwebby,buff,solitary,paths,poisonous,7.174525083,5.829427143
5,convex,smooth,pink,no,almond,descending,distant,narrow,gray,enlarging,missing,smooth,smooth,yellow,orange,partial,yellow,none,sheathing,green,several,grasses,edible,14.35860421,5.336598277
897,sunken,fibrous,yellow,no,fishy,notched,distant,broad,black,enlarging,cup,scaly,scaly,yellow,cinnamon,universal,brown,one,flaring,buff,solitary,waste,poisonous,2.606476829,14.90960859
309,flat,grooves,purple,yes,foul,descending,crowded,broad,purple,tapering,cup,scaly,silky,yellow,gray,universal,yellow,two,sheathing,purple,abundant,waste,poisonous,9.054265313,7.205883714
948,flat,smooth,brown,yes,spicy,attached,crowded,narrow,white,enlarging,rhizomorphs,smooth,silky,pink,white,universal,yellow,none,evanescent,black,several,paths,edible,3.968646907,9.0739565
1272,conical,fibrous,white,no,creosote,free,crowded,narrow,green,enlarging,cup,scaly,smooth,pink,pink,partial,yellow,one,pendant,yellow,clustered,woods,poisonous,4.878522723,21.61383712
625,conical,grooves,buff,yes,creosote,attached,distant,broad,purple,tapering,cup,fibrous,scaly,pink,red,partial,brown,none,none,white,scattered,meadows,poisonous,8.298437252,14.71654523
901,conical,fibrous,green,no,fishy,descending,close,narrow,orange,enlarging,rooted,silky,scaly,gray,brown,universal,brown,one,evanescent,purple,scattered,meadows,poisonous,2.972655364,11.0518668
929,bell,grooves,pink,yes,spicy,attached,close,broad,buff,enlarging,bulbous,fibrous,fibrous,orange,red,universal,white,none,none,yellow,several,woods,edible,3.16809473,7.842863079
896,bell,smooth,yellow,no,spicy,descending,crowded,narrow,pink,tapering,bulbous,silky,smooth,brown,gray,partial,white,none,cobwebby,chocolate,clustered,leaves,poisonous,10.11662118,8.804394081
932,convex,fibrous,pink,yes,almond,free,close,narrow,gray,tapering,club,fibrous,scaly,white,brown,partial,yellow,two,zone,purple,scattered,meadows,poisonous,11.74613382,17.07361423
1020,conical,scaly,white,no,almond,free,distant,broad,buff,tapering,rhizomorphs,fibrous,scaly,cinnamon,white,partial,brown,none,none,brown,scattered,urban,edible,7.020982479,9.52621332
313,flat,fibrous,white,yes,anise,attached,close,narrow,buff,enlarging,equal,scaly,fibrous,cinnamon,white,partial,orange,none,none,buff,solitary,leaves,poisonous,5.868425576,4.589525766
962,bell,grooves,yellow,yes,anise,attached,close,broad,green,enlarging,cup,smooth,silky,pink,buff,partial,white,two,large,brown,numerous,meadows,poisonous,12.63969008,11.56072757
908,convex,scaly,white,yes,spicy,notched,crowded,narrow,brown,enlarging,cup,silky,fibrous,orange,buff,universal,yellow,one,flaring,buff,numerous,woods,edible,3.69015991,23.23259042
255,convex,smooth,pink,yes,musty,free,distant,narrow,purple,tapering,missing,silky,fibrous,yellow,cinnamon,universal,brown,two,none,purple,numerous,leaves,edible,7.191516315,3.117501671
425,flat,fibrous,brown,yes,almond,free,close,broad,pink,tapering,equal,smooth,silky,red,orange,partial,brown,none,cobwebby,buff,abundant,urban,edible,5.488998499,12.47961374
1105,sunken,grooves,yellow,no,anise,descending,crowded,broad,gray,enlarging,rhizomorphs,silky,smooth,red,white,partial,white,none,pendant,purple,several,waste,poisonous,6.156391512,22.06014282
983,sunken,fibrous,white,yes,fishy,notched,distant,narrow,white,tapering,rhizomorphs,smooth,fibrous,red,white,partial,orange,none,zone,white,clustered,waste,edible,5.530256999,10.25152113
227,flat,fibrous,green,no,almond,descending,close,broad,buff,enlarging,rooted,smooth,scaly,gray,buff,universal,yellow,two,large,black,numerous,leaves,poisonous,10.66026311,22.88756218
1050,convex,scaly,red,no,fishy,descending,crowded,broad,white,enlarging,rhizomorphs,scaly,scaly,buff,white,universal,orange,none,evanescent,orange,scattered,urban,poisonous,4.345912465,11.15248244
277,convex,fibrous,red,yes,pungent,descending,close,broad,green,tapering,rhizomorphs,fibrous,silky,red,white,partial,white,two,zone,brown,several,urban,poisonous,7.865522129,17.76653536
516,bell,smooth,red,no,pungent,attached,distant,narrow,gray,enlarging,cup,fibrous,fibrous,yellow,white,universal,yellow,none,flaring,brown,several,urban,edible,14.56741919,8.746874776
102,bell,scaly,white,no,foul,notched,crowded,broad,gray,tapering,rooted,smooth,silky,white,gray,partial,white,none,pendant,green,abundant,grasses,poisonous,14.16475586,9.676017013
403,flat,grooves,green,no,anise,free,distant,broad,green,enlarging,equal,fibrous,fibrous,red,buff,universal,orange,one,zone,purple,scattered,urban,poisonous,3.145098981,20.64296679
270,conical,grooves,gray,yes,almond,free,distant,narrow,purple,enlarging,rooted,smooth,silky,white,gray,partial,yellow,one,cobwebby,black,scattered,paths,poisonous,4.995932189,20.19405437
1198,sunken,smooth,white,no,anise,attached,crowded,broad,black,tapering,bulbous,scaly,scaly,orange,red,partial,brown,two,sheathing,black,solitary,woods,edible,13.21400655,14.54917131
1212,conical,fibrous,buff,yes,almond,descending,distant,narrow,black,tapering,club,fibrous,smooth,pink,red,partial,brown,two,cobwebby,orange,several,leaves,edible,5.907522206,8.179464748
209,sunken,scaly,buff,yes,musty,descending,crowded,narrow,green,enlarging,rhizomorphs,fibrous,smooth,yellow,red,universal,yellow,none,cobwebby,yellow,several,waste,poisonous,7.502190098,4.452843937
892,convex,scaly,green,yes,foul,descending,distant,broad,purple,enlarging,bulbous,scaly,fibrous,gray,pink,universal,white,none,zone,brown,several,woods,poisonous,3.954952857,12.21112906
806,sunken,grooves,buff,no,almond,notched,close,broad,yellow,enlarging,rooted,silky,fibrous,cinnamon,red,universal,yellow,two,cobwebby,green,scattered,leaves,poisonous,2,13.80384282
363,conical,smooth,yellow,yes,creosote,descending,distant,narrow,brown,enlarging,equal,silky,silky,brown,buff,partial,white,none,flaring,orange,solitary,leaves,poisonous,12.3019777,1.155634033
1203,sunken,scaly,brown,yes,pungent,attached,distant,broad,white,tapering,missing,scaly,fibrous,cinnamon,red,partial,brown,one,large,black,clustered,urban,poisonous,4.12673485,22.13790223
1031,sunken,scaly,pink,no,fishy,notched,distant,narrow,red,enlarging,club,silky,fibrous,gray,white,partial,white,one,cobwebby,buff,several,waste,poisonous,4.536554903,6.617439185
669,flat,grooves,white,no,anise,notched,distant,narrow,orange,tapering,cup,fibrous,smooth,white,pink,partial,white,two,evanescent,white,numerous,meadows,poisonous,14.19418029,19.21616376
679,flat,scaly,pink,yes,foul,descending,crowded,broad,buff,tapering,bulbous,silky,silky,pink,buff,universal,white,none,pendant,purple,several,woods,edible,12.38472513,23.24718751
500,sunken,scaly,red,no,fishy,attached,crowded,narrow,green,enlarging,club,fibrous,fibrous,buff,gray,partial,white,none,flaring,yellow,solitary,waste,poisonous,14.58221312,12.585506
266,sunken,smooth,purple,no,pungent,notched,close,broad,white,enlarging,rooted,silky,scaly,white,orange,partial,orange,none,zone,brown,abundant,grasses,edible,7.679026489,2.864659517
721,conical,scaly,gray,yes,musty,descending,crowded,broad,green,enlarging,club,silky,fibrous,buff,gray,universal,yellow,one,evanescent,buff,solitary,urban,poisonous,10.7231904,22.9545349
1236,convex,grooves,purple,no,musty,free,close,broad,pink,enlarging,missing,smooth,smooth,red,white,universal,yellow,none,evanescent,black,several,grasses,poisonous,12.28610534,18.55626356
708,bell,scaly,gray,yes,fishy,free,crowded,broad,buff,enlarging,club,scaly,fibrous,cinnamon,orange,universal,yellow,two,cobwebby,purple,numerous,paths,poisonous,8.740527207,9.46692905
168,conical,scaly,gray,no,none,free,close,narrow,purple,enlarging,rhizomorphs,scaly,silky,buff,yellow,partial,white,two,evanescent,black,several,grasses,edible,8.864380363,8.930259108
1069,sunken,smooth,purple,no,foul,descending,distant,narrow,black,tapering,missing,smooth,silky,brown,white,universal,brown,two,cobwebby,white,several,waste,edible,6.719779454,8.941441352
985,sunken,smooth,purple,no,foul,attached,distant,broad,orange,enlarging,rooted,smooth,scaly,yellow,orange,partial,orange,two,sheathing,orange,clustered,grasses,poisonous,8.935766554,10.98512482
1243,conical,smooth,yellow,yes,anise,descending,close,narrow,black,tapering,rooted,smooth,silky,buff,red,universal,brown,one,sheathing,black,abundant,paths,poisonous,4.404535415,13.28212137
388,flat,grooves,buff,no,musty,attached,distant,broad,red,tapering,club,fibrous,silky,red,pink,universal,yellow,one,flaring,chocolate,numerous,paths,poisonous,12.77200735,18.00486665
43,sunken,smooth,white,no,musty,free,close,broad,buff,tapering,cup,smooth,silky,orange,orange,universal,orange,one,sheathing,buff,abundant,meadows,edible,10.06822236,3.163006058
1152,flat,fibrous,red,no,spicy,attached,crowded,narrow,purple,enlarging,rhizomorphs,scaly,silky,yellow,white,partial,white,two,flaring,orange,solitary,waste,poisonous,5.155430579,22.57580006
55,conical,scaly,white,no,fishy,attached,crowded,broad,orange,tapering,bulbous,fibrous,fibrous,cinnamon,red,universal,brown,none,flaring,brown,scattered,grasses,poisonous,11.08094135,24.62508955
166,sunken,scaly,white,no,fishy,descending,close,broad,pink,enlarging,cup,fibrous,smooth,brown,brown,partial,orange,two,zone,yellow,clustered,grasses,edible,4.378416549,18.02502271
35,convex,scaly,red,no,anise,notched,distant,broad,gray,enlarging,bulbous,smooth,silky,pink,white,partial,white,none,flaring,yellow,solitary,urban,poisonous,4.386072587,8.643067012
667,flat,scaly,white,yes,almond,free,distant,narrow,red,enlarging,equal,smooth,smooth,red,pink,universal,white,none,flaring,white,solitary,waste,poisonous,13.47227432,20.06458605
1195,flat,grooves,brown,no,none,free,close,narrow,chocolate,enlarging,rhizomorphs,silky,fibrous,cinnamon,gray,universal,white,none,sheathing,purple,clustered,woods,edible,9.266367368,22.69864377
132,sunken,smooth,green,yes,spicy,notched,close,broad,brown,enlarging,rooted,smooth,smooth,white,orange,partial,brown,one,sheathing,buff,scattered,leaves,poisonous,9.289516686,20.28834648
1096,conical,grooves,green,no,anise,descending,distant,narrow,white,enlarging,equal,scaly,smooth,brown,yellow,partial,brown,one,evanescent,buff,clustered,leaves,poisonous,4.910348306,17.35109819
36,flat,grooves,buff,no,foul,free,distant,broad,green,enlarging,missing,scaly,fibrous,orange,cinnamon,partial,brown,two,cobwebby,yellow,numerous,meadows,edible,14.06700433,22.43855136
512,conical,grooves,white,no,spicy,attached,crowded,broad,black,tapering,cup,smooth,fibrous,red,pink,universal,yellow,two,cobwebby,orange,clustered,grasses,poisonous,2.674233181,14.68133987
694,conical,scaly,gray,yes,almond,notched,crowded,narrow,chocolate,tapering,rooted,smooth,smooth,gray,yellow,partial,yellow,one,large,white,several,urban,poisonous,10.67625778,6.381710506
635,flat,smooth,purple,no,foul,free,crowded,broad,yellow,enlarging,bulbous,smooth,silky,pink,buff,universal,orange,one,none,buff,abundant,woods,poisonous,8.179587539,5.377271792
270,conical,grooves,gray,yes,almond,free,distant,narrow,purple,enlarging,rooted,smooth,silky,white,gray,partial,yellow,one,cobwebby,black,scattered,paths,poisonous,4.995932189,20.19405437
202,convex,fibrous,gray,no,creosote,descending,close,narrow,brown,tapering,missing,smooth,fibrous,brown,gray,universal,white,none,pendant,green,several,meadows,edible,5.719265811,23.85945354
766,bell,scaly,purple,no,none,attached,distant,narrow,purple,enlarging,equal,smooth,scaly,white,red,universal,white,one,flaring,orange,abundant,paths,poisonous,5.422751107,13.9997574
960,bell,fibrous,red,no,anise,notched,distant,narrow,brown,enlarging,cup,fibrous,fibrous,white,gray,universal,yellow,one,evanescent,yellow,scattered,meadows,edible,10.39817494,1.104864503
327,sunken,scaly,gray,yes,foul,free,distant,narrow,buff,tapering,cup,scaly,fibrous,gray,pink,partial,white,one,flaring,white,abundant,meadows,poisonous,8.248369337,17.36386206
1145,convex,scaly,white,no,fishy,descending,distant,broad,white,tapering,bulbous,fibrous,scaly,orange,yellow,partial,brown,one,none,white,several,paths,poisonous,2.404990788,20.55333822
213,convex,scaly,pink,no,foul,free,crowded,broad,white,enlarging,rooted,silky,scaly,orange,orange,universal,white,one,zone,black,numerous,urban,poisonous,14.73120606,8.508341029
1172,sunken,fibrous,pink,no,pungent,free,distant,narrow,orange,enlarging,equal,silky,scaly,red,yellow,partial,orange,one,large,green,scattered,meadows,edible,10.47106453,16.23887979
301,bell,fibrous,green,yes,creosote,attached,crowded,broad,brown,enlarging,rhizomorphs,scaly,smooth,brown,buff,universal,orange,two,pendant,green,solitary,grasses,poisonous,5.802224848,5.709444497
538,flat,scaly,purple,yes,musty,attached,crowded,narrow,red,enlarging,club,fibrous,fibrous,brown,orange,partial,orange,two,evanescent,buff,several,paths,poisonous,12.76408247,7.265643585
306,conical,grooves,pink,yes,spicy,descending,close,broad,chocolate,tapering,club,fibrous,silky,yellow,cinnamon,universal,brown,one,none,purple,solitary,woods,poisonous,4.956055095,17.227334
18,sunken,scaly,green,no,creosote,free,close,narrow,orange,enlarging,cup,fibrous,smooth,red,pink,partial,brown,two,evanescent,white,clustered,grasses,edible,11.98722464,3.355868689
153,flat,grooves,white,no,foul,descending,close,narrow,pink,tapering,missing,smooth,scaly,yellow,yellow,partial,white,two,flaring,brown,scattered,woods,poisonous,9.16870641,14.25630381
267,sunken,scaly,green,yes,spicy,attached,crowded,broad,chocolate,tapering,rhizomorphs,scaly,smooth,pink,yellow,partial,brown,none,cobwebby,brown,solitary,leaves,poisonous,14.59117562,3.370542605
74,bell,scaly,red,no,almond,descending,crowded,broad,buff,tapering,bulbous,silky,scaly,white,cinnamon,partial,yellow,one,sheathing,brown,solitary,grasses,edible,5.916232348,7.922566421
828,sunken,scaly,yellow,no,pungent,notched,close,broad,yellow,enlarging,missing,smooth,fibrous,orange,red,universal,brown,one,evanescent,black,several,meadows,edible,14.9939396,17.01402982
106,conical,grooves,green,no,spicy,descending,close,narrow,gray,tapering,rhizomorphs,smooth,smooth,red,brown,universal,brown,none,sheathing,black,solitary,grasses,poisonous,5.046057626,5.121720586
796,convex,smooth,buff,yes,anise,descending,crowded,broad,green,enlarging,cup,fibrous,silky,yellow,orange,partial,brown,none,cobwebby,buff,numerous,meadows,edible,10.57354282,10.3530627
770,flat,grooves,gray,yes,foul,free,crowded,broad,buff,tapering,cup,fibrous,fibrous,orange,buff,universal,orange,one,flaring,yellow,scattered,leaves,edible,9.395849656,12.15823086
304,flat,scaly,buff,yes,anise,free,close,broad,white,tapering,bulbous,smooth,scaly,buff,orange,partial,white,one,large,buff,solitary,grasses,poisonous,13.05806839,17.07664913
939,sunken,smooth,purple,yes,fishy,free,distant,narrow,pink,enlarging,equal,scaly,silky,brown,orange,universal,white,one,none,chocolate,solitary,waste,edible,8.048314532,2.412349946
195,sunken,scaly,gray,no,fishy,descending,close,narrow,buff,enlarging,missing,scaly,silky,buff,buff,universal,yellow,one,large,white,several,leaves,poisonous,6.54994576,20.8991255
482,bell,fibrous,gray,no,none,notched,distant,narrow,chocolate,enlarging,cup,silky,smooth,gray,brown,universal,orange,two,cobwebby,yellow,several,leaves,poisonous,12.32669516,17.18392102
31,flat,scaly,brown,yes,creosote,attached,close,narrow,buff,enlarging,missing,smooth,smooth,yellow,orange,partial,white,one,evanescent,yellow,abundant,urban,edible,9.840519311,18.44626394
9,conical,smooth,yellow,yes,anise,notched,crowded,narrow,brown,tapering,missing,fibrous,silky,brown,red,partial,white,two,none,orange,abundant,meadows,poisonous,5.977881041,5.110797484
535,flat,fibrous,purple,yes,none,notched,distant,broad,black,tapering,missing,silky,fibrous,brown,red,partial,brown,none,none,yellow,abundant,grasses,poisonous,9.449378177,4.422287464
406,conical,smooth,pink,yes,musty,attached,distant,broad,green,enlarging,equal,fibrous,silky,red,cinnamon,partial,yellow,one,none,chocolate,numerous,meadows,poisonous,2.722751712,19.12038866
433,bell,fibrous,green,yes,anise,notched,close,narrow,buff,enlarging,club,scaly,silky,pink,buff,partial,white,one,none,yellow,clustered,meadows,poisonous,3.847916695,13.4404253
435,sunken,fibrous,brown,yes,spicy,notched,close,narrow,green,enlarging,bulbous,scaly,silky,gray,buff,universal,brown,none,none,brown,clustered,urban,poisonous,5.915643649,6.883296139
373,bell,smooth,purple,no,fishy,free,distant,narrow,orange,enlarging,missing,fibrous,fibrous,orange,brown,universal,white,one,none,white,abundant,leaves,poisonous,3.042741607,20.43924194
678,bell,grooves,pink,yes,fishy,free,crowded,narrow,gray,enlarging,rhizomorphs,silky,silky,gray,orange,partial,yellow,two,flaring,brown,clustered,paths,poisonous,6.483618628,2.76647531
905,convex,smooth,purple,no,creosote,attached,close,narrow,brown,tapering,club,scaly,fibrous,buff,gray,universal,brown,one,sheathing,buff,solitary,grasses,poisonous,3.461845374,14.15588434
873,flat,smooth,buff,yes,pungent,free,crowded,narrow,chocolate,enlarging,bulbous,smooth,scaly,pink,cinnamon,universal,white,one,pendant,orange,several,paths,edible,4.295152056,10.25691288
942,conical,scaly,green,yes,foul,free,crowded,broad,chocolate,tapering,cup,silky,silky,red,yellow,universal,white,none,cobwebby,brown,abundant,paths,poisonous,5.554529904,3.217817388
853,conical,scaly,buff,no,foul,notched,close,narrow,white,enlarging,rooted,fibrous,fibrous,cinnamon,gray,partial,orange,none,pendant,orange,scattered,waste,poisonous,2,9.06981471
549,conical,grooves,brown,no,foul,free,distant,broad,white,tapering,rooted,smooth,fibrous,buff,gray,partial,yellow,two,large,chocolate,solitary,woods,poisonous,12.20695208,5.06171479
929,bell,grooves,pink,yes,spicy,attached,close,broad,buff,enlarging,bulbous,fibrous,fibrous,orange,red,universal,white,none,none,yellow,several,woods,edible,3.16809473,7.842863079
989,conical,grooves,pink,yes,none,attached,close,narrow,green,enlarging,rhizomorphs,fibrous,scaly,white,orange,partial,orange,none,sheathing,green,clustered,urban,poisonous,6.521020629,21.18050005
1025,bell,smooth,pink,no,none,attached,distant,narrow,black,tapering,rhizomorphs,silky,silky,orange,buff,partial,brown,one,large,purple,abundant,urban,edible,5.866545845,5.953177313
554,convex,smooth,buff,no,foul,notched,distant,broad,purple,enlarging,bulbous,smooth,smooth,brown,orange,partial,white,two,cobwebby,chocolate,abundant,leaves,edible,13.02014459,24.20131928
125,sunken,smooth,purple,yes,foul,descending,distant,broad,green,enlarging,cup,smooth,fibrous,orange,buff,partial,brown,none,large,orange,abundant,paths,poisonous,14.57316803,18.773827
146,conical,smooth,purple,yes,spicy,attached,distant,narrow,brown,tapering,missing,silky,smooth,gray,red,partial,yellow,none,cobwebby,purple,numerous,leaves,poisonous,11.78080386,5.396446776
482,bell,fibrous,gray,no,none,notched,distant,narrow,chocolate,enlarging,cup,silky,smooth,gray,brown,universal,orange,two,cobwebby,yellow,several,leaves,poisonous,12.32669516,17.18392102
48,conical,smooth,brown,no,pungent,free,crowded,broad,pink,tapering,bulbous,silky,smooth,yellow,brown,partial,yellow,one,sheathing,green,numerous,urban,poisonous,9.012175809,12.41386885
232,flat,scaly,brown,yes,creosote,free,distant,narrow,orange,tapering,bulbous,fibrous,silky,yellow,brown,partial,yellow,two,zone,white,solitary,urban,poisonous,3.980998014,5.041936722
887,sunken,scaly,red,yes,anise,notched,close,narrow,yellow,enlarging,rhizomorphs,fibrous,fibrous,buff,yellow,partial,brown,one,zone,yellow,numerous,leaves,poisonous,8.761856004,7.625623153
319,bell,fibrous,red,yes,fishy,notched,crowded,narrow,white,tapering,bulbous,fibrous,silky,pink,white,partial,brown,two,evanescent,white,solitary,urban,poisonous,6.825253227,1.30178742
242,sunken,smooth,pink,no,pungent,notched,crowded,broad,green,enlarging,missing,fibrous,scaly,pink,pink,universal,brown,two,evanescent,black,abundant,meadows,poisonous,14.08828583,21.34249536
773,convex,fibrous,yellow,yes,anise,attached,crowded,narrow,green,enlarging,rooted,fibrous,silky,brown,orange,universal,yellow,one,flaring,green,solitary,woods,poisonous,12.12468685,6.303482414
564,convex,fibrous,yellow,no,foul,free,crowded,broad,buff,tapering,bulbous,scaly,silky,gray,brown,partial,white,one,pendant,brown,numerous,paths,poisonous,7.707124953,15.91187448
256,conical,smooth,green,no,pungent,free,distant,narrow,green,enlarging,equal,fibrous,smooth,brown,orange,universal,yellow,two,sheathing,purple,scattered,meadows,poisonous,11.53769582,12.96440914
920,sunken,grooves,green,no,foul,notched,close,broad,red,tapering,club,fibrous,scaly,buff,red,partial,orange,two,evanescent,white,numerous,urban,edible,13.31390578,23.48541509
200,conical,fibrous,gray,no,fishy,attached,distant,broad,chocolate,tapering,club,fibrous,silky,yellow,white,universal,white,two,flaring,buff,numerous,woods,poisonous,5.622111432,22.70886362
472,flat,fibrous,white,yes,musty,notched,crowded,broad,black,tapering,missing,silky,smooth,pink,pink,partial,brown,one,flaring,orange,solitary,waste,poisonous,2.158825662,17.46741791
